tipo,unidad,clase,descripcion,modelo,proveedor1,moneda1,fecha1,proveedor2,precio2,fecha2,proveedor3,precio3,fecha3,precio1,marca,moneda2,moneda3
CONDULETS Y ACCESORIOS,Pza,material,"Condulet C serie 3 con tapa de 2""",C-63,BRICOS (MAYOREO ELECTRICO),MXN,19/06/2024,,0,,,0,,303,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Carril Para Montaje Interior Familia AX,2394300,BRICOS (MAYOREO ELECTRICO),MXN,09/08/2024,,0,,,0,,1.1,Rittal,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS ACERO INOXIDABLE,Tramo,material,"PTR Cuadrado Acero Inoxidable de 2-1/2''x 2-1/2'' x 6.1M, C-3/16''","TG-PTRsS.21/2""x6.1m.C-3/16",MUNiNOX,MXN,07/05/2025,,0,,,0,,6.47,Sin Especificar,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,Development and Runtime License for 1000 Tags,DR-1000,Ocean Data Systems,USD,01/10/2024,,0,,,0,,9.305,Dream Report,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Tee Hembra De Acero Inoxidable 1� NPT, 3000Lbs","TG-TeeSS/1""npt",CMINOX,MXN,05/05/2025,,0,,,0,,900,Sin Especificar,,
TUBERIA CONDUIT,Pza,equipos y componentes,Zoclos para el gabinete lateral,ZN1000,,,,,0,,,0,,0,ABB,,
ACCESORIOS ACERO INOXIDABLE,Pza,material,Tuerca Acero Inoxidable 304 De 5/8'',"TG-TuercaSS-5/8""",PANAMERICANA MONTERREY,MXN,07/05/2025,,0,,,0,,11,Sin Especificar,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet Tipo LB De de Aluminio De 1"", CL-I, Div2, serie 85, Con Recubrimiento de PVC e interior de uretano amarillo",RYC-LB100A,RISOUL,MXN,10/02/2026,,0,,,0,,775,Repsa,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico XT1 3P 100A, TMD",1SDA067397R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/10/2025,,0,,,0,,2.5,ABB,,
TUBERIA CONDUIT,Tramo,material,"Tubo conduit pared gruesa de acero galvanizado con cople de 2""",TPG50RY,MAESA (MAYORISTAS ELECTRICOS DE MONTERREY),MXN,15/08/2024,SURTIDOR ELECTRICO,0,29/08/2025,,0,,625,Rymco,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Canaleta Ranurada con Tapa, Tipo MC de 75mm Alto X 100mm Ancho, x 2m Largo",MC75X100IG2,RISOUL,USD,30/07/2025,,0,,,0,,88,Panduit,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Rollo,material,Pelicula de Emplaye,Ba-014,HOME DEPOT,MXN,17/01/2026,,0,,,0,,700,MULTIEMPAQUES,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 14 AWG THW-LS/THHW-LS 600V, Color Verde. GC",C15CD00014PAVE,RISOUL,MXN,09/02/2026,,0,,,0,,11,General Cable,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Software De Sistema WINCC V8.0,6AV6381-2BH08-0AH0,USIICSA,MXN,11/03/2025,,0,,,0,,162.3,SIEMENS,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Memory Card, 32GB SIMATIC S7",6ES7954-8LT04-0AA0,USIICSA,MXN,11/03/2025,,0,,,0,,26.672,SIEMENS,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Cinta De Aislar 3M/Temflex 165 Negra� 19mm x 18m,UU009472471,BRICOS (MAYOREO ELECTRICO),MXN,17/01/2026,IMPULSORA,0,17/01/2026,,0,,28,3M,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico Tipo NF De 3 Polos, 80Amp, 480Y/277 VCA y 18/25kA",EDB34080,BRICOS (MAYOREO ELECTRICO),MXN,06/02/2025,,0,,,0,,3.778,SquareD,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,"3 Year Software and Support Bundle includes[3 Year P550 Term Software License and Support with Threat Intelligence, Asset Intelligence and Smart Polling; (Hardware sold separately), Prepaid]",P550-SB-3YR,MAPS,USD,18/06/2025,,0,,,0,,48.89,Nozomi,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Bolsa,material,"Cinchos de 12"" color negro (Bolsa C/100 pza)",S12-40-C0,SYSCOM,MXN,17/01/2026,,0,,,0,,120,Panduit,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor JD/LD Terminales AL/CU 500 KCMIL,TA2J6500,WESCO,MXN,11/08/2025,,0,,,0,,341,SIEMENS,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Display Tipo LCD Para Powerflex, Montaje en Pared",22-HIM-C2S,RISOUL,USD,29/01/2026,,0,,,0,,398,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Rondana De Presion Acero Inoxidable 1/4""",322227,GASTELUM & GASTELUM,MXN,14/03/2025,,0,,,0,,1,Sin Especificar,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Kit De Teclado y Mouse �ptico DELL M300C, Al�mbrico, USB 2.0, Espa�ol",580-AKKW,PCEL,MXN,26/08/2025,,0,,,0,,260,Dell,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,"Cable Monopolar Calibre 16 AWG THHW-LS 90 �C, 600V Color Rojo",SLYZ49,BRICOS (MAYOREO ELECTRICO),MXN,29/01/2026,SURTIDOR ELECTRICO,0,10/10/2025,,0,,7,Viakon,MXN,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,"Cable Control Flexible JZ-500, 03x20 AWG (0.5mm), PVC/PVC GRIS, 500 V 80C, CE/VDE",10002,CLAUSSEN,USD,14/11/2024,,0,,,0,,0,HELUKABEL,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,Conector Bipartido KS Para Derivaciones Cal. 8-250 KCMIL,KS29,BRICOS (MAYOREO ELECTRICO),MXN,18/09/2024,,0,,,0,,412,Burndy,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet T Serie 9 Con Tapa de 1"", T39",607021,BRICOS (MAYOREO ELECTRICO),MXN,21/02/2025,,0,,,0,,370,Crouse Hinds,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,mts,equipos y componentes,"Cabezal boton pulsador momentaneo no iluminado, color amarillo, 22mm",1SFA611100R1003,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Torreta de 2 colores 24V Green-Red Audibl,TL30BRGXXXAXQD,,,,,0,,,0,,0,BANNER,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador Powerflex 523 AC Drive, 480 VAC, 3 Fases, 20HP, 15KW Normal Duty; 15HP, 11KW, Nema IP20, Sin Filtro",25A-D030N104,RISOUL,USD,29/01/2025,,0,,,0,,1.97,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico 1P/ 6A, 230/400V/ 6KA",5SL6106-7,wesco,MXN,07/08/2025,,0,,,0,,275,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Taquete Expansor Tipo Z de 1/4"" x 1-3/4"" (INCLUYE TORNILLO).",ANC-Z-14T,SYSCOM,MXN,20/03/2026,,0,,,0,,16,ANCLO,,
CABLES DE FUERZA,mts,material,"Cable Desnudo Calibre 4 AWG CU Semiduro 7H, Clase A",QV74,BRICOS (MAYOREO ELECTRICO),MXN,26/02/2026,,0,,,0,,79,Viakon,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guardamotor Trifasico Para 5HP MS116-10, 6.3-10 Amp",1SAM250000R1010,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,,0,,,0,,1.012,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Puente transversal tipo ZQV de 10 polos para clema WDU2.5,1693880000,ACOMEE,MXN,27/03/2026,,0,,,0,,115,WEIDM�LLER,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Pza,material,"Cople Para Tuberia Conduit Pared Gruesa de 4"" OM",MET-2519,IMPULSORA,MXN,09/09/2025,,0,,,0,,370,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo De 4 Entradas Analogicas Para CompactLogix/MicroLogix 1500,1769-IF4,RISOUL,USD,05/02/2025,,0,,,0,,566,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Tramo,material,"Tubo Conduit Pared Gruesa de Acero Galvanizado Con Cople de 4"", KO",5000019,SURTIDOR ELECTRICO,MXN,19/06/2024,BRICOS (MAYOREO ELECTRICO),0,11/10/2024,,0,,2.575,KOBREX,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Tubo fluorescente 8W,F8T5/LD,RISOUL,USD,05/09/2024,,0,,,0,,3,Hoffman,,
CABLES DE CONTROL,mts,material,Cable para termopar tipo K Cal. 16 con forro exterior de PVC,F-16-KX-EP,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,10/10/2025,,0,,,0,,136,EIM,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Mini Interruptor Termomagnetico para QO, 1P, 10Amp",QO110,SURTIDOR ELECTRICO,MXN,31/10/2024,,0,,,0,,218,SquareD,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Luz Piloto Color Verde 30mm, 12-130VCA/VCD",800T-QH2G,RISOUL,USD,08/05/2025,,0,,,0,,85,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cubrebornes Aislantes Bajos Para ITM,1SDA054958R1,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,29/08/2024,,0,,,0,,520,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Controlador De Temperatura Analogo Tipo RTD, 120 VAC",DC1010CR-301-000-E-0,COVIRSA,USD,16/12/2024,,0,,,0,,195,HONEYWELL,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Fuente De Alimentacion Para CompactLogix,1769-PA4,RISOUL,USD,22/01/2026,,0,,,0,,606,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Reactor De Linea Trifasico 160A, 125HP Para Arrancador 20F1AND156JA0NNNNN.",1321-3R160-B,RISOUL,USD,06/02/2025,,0,,,0,,1.397,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Broca Para Metal de Tungsteno HSS-G de 5/8'',2608585466,PANAMERICANA MONTERREY,MXN,17/01/2026,,0,,,0,,726,Bosch,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LB serie 7 con tapa de 3"", LB-87",603008,BRICOS (MAYOREO ELECTRICO),MXN,17/02/2026,IMPULSORA,0,18/02/2026,,0,,2.728,Crouse Hinds,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Contactos Auxiliares 1NO+1NC P/INT. 5SY6-5SP4,5ST3010,wesco,MXN,07/08/2025,,0,,,0,,730,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable Monopolar Calibre 8 AWG THW-LS/THHW-LS 600V, Color Negro. GC",C15CD00008PANE/ 20448612,RISOUL,MXN,09/02/2026,,0,,,0,,30,General Cable,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS PARA CABLES,Bolsa,material,Terminales Ferrul Para Cable Calibre 8 AWG (100 pza),9019240000,BRICOS (MAYOREO ELECTRICO),MXN,03/10/2025,ACOMEE,0,05/02/2026,,0,,145,WEIDM�LLER,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Paneles laterales de protecci�n de 2000X600 mm, IP55, tipo 12",SPM2006R5,RISOUL,USD,06/02/2026,,0,,,0,,220,Hoffman,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Gabinete VX25 2000x800x500mm,8805000,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,02/05/2024,ACOMEE,0,29/08/2025,,0,,16.386,Rittal,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor electr�nico PowerPacT M, de 400A, 3 polos, 18kA a 600V, Zapatas",MGL36400,ACOMEE,MXN,09/09/2024,,0,,,0,,50.25,SquareD,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LR Serie 7 De Aluminio Con Recubrimiento de PVC de 1-1/4"", LR-47 DBR.",3306074,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,1.611,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Variador 20HP Powerflex 400 AC Drive 480VCA, 3F, 30amp, IP20, KEYPAD, RS-485 COMM",22C-D030N103,RISOUL,USD,17/12/2024,,0,,,0,,2.945,Allen Bradley,,
ACCESORIOS Y CONSUMIBLES,Kg,material,Alambre De Acero Recosido Cal. 16,Calibre 16,HOME DEPOT,MXN,31/07/2025,,0,,,0,,25,Aceros Tit�n,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Relevador De Interposici�n Electromec�nico, SPDT (1 NA), Terminales Con Tornillo, 24 VCA/CD, Contactos De Plata",700-HLT1U24,RISOUL,USD,23/10/2025,,0,,,0,,19,Allen Bradley,,
CONDULETS Y ACCESORIOS,Pza,material,Tapa Industrial PerforadaColor Gris Para Contacto Duplex,AH23,BRICOS (MAYOREO ELECTRICO),MXN,10/07/2025,,0,,,0,,134,ARROW HART,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Rondana Plana Acero Inoxidable 1/4""",322224,GASTELUM & GASTELUM,MXN,14/03/2025,,0,,,0,,2,Sin Especificar,,
ACCESORIOS Y CONSUMIBLES,Pza,material,"Terminal Ponchable Ca�on Largo De Ojillo Cal. 2AWG, De Dos barrenos de 1/4"" Para Cable, YA2C2TC14",2004773,ACOMEE,MXN,14/03/2025,,0,,,0,,120,Burndy,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"SENTRON, Fusible-Interruptor-Seccionador 3NP1, 3 POLOS, NH3, 630 A, Para montaje e instalaci�n en placa de montaje, Borne de caja, plano de cubierta 70 mm",3NP1163-1DA20,wesco,MXN,11/08/2025,,0,,,0,,14.789,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE CONTROL,mts,material,"Cable blindado 3x16 con pantalla y drain, 300V",F-16-CU-P-3H-MA-P 300V,ELECTRONICA INDUSTRIAL MOCLOVA,MXN,23/01/2026,,0,,,0,,43,EIM,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Frente Para Centro De Carga tipo QO, Para Sobreponer, Para QO330L200G",QOC30US,BRICOS (MAYOREO ELECTRICO),MXN,25/02/2025,,0,,,0,,1.21,SquareD,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet T serie 7 con tapa de 1""",T37CG/ 640642,BRICOS (MAYOREO ELECTRICO),MXN,20/03/2026,IMPULSORA,0,07/08/2025,,0,,489,Crouse Hinds,MXN,
TUBERIA CONDUIT,Pza,material,"Cople Para Tuberia Conduit Pared Gruesa de 3/4"" OM",MET-2512,IMPULSORA,MXN,01/04/2026,,0,,,0,,20,OMEGA,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guardamotor Trifasico Para 7.5HP MS116-12, 8-12 Amp",1SAM250000R1012,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,20/01/2025,,0,,,0,,880,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,VLT� Control Panel LCP 102,130B1107,DTD,USD,05/08/2025,,0,,,0,,140,Danfoss,,
,,,,,,,,,0,,,0,,0,,,
TUBERIA CONDUIT,Tramo,material,"Tubo conduit pared delgada de acero galvanizado sin rosca de 3/4""",5000003,BRICOS (MAYOREO ELECTRICO),MXN,10/07/2025,,0,,,0,,115,KOBREX,,
CABLE PARA SISTEMA DE TIERRAS,mts,material,"Cable monopolar desnudo AWG 1/0, 170 AMP",DESNUDOSEM1/0,TRC,USD,29/08/2023,,0,,,0,,8,General Cable,,
HARDWARE Y SOFTWARE,Lote,equipos y componentes,"XLReporter Pro Subscription License (3-year term), Incluye Asistencia En La Instalacion.",XLR-Pro,SmartSighths,USD,13/11/2024,,0,,,0,,4,SmartSighths,,
GABINETES Y COMPONENTES,Kit,equipos y componentes,Kit Remoto Montaje en Puerta (P/Soft Starter Altivar71),VW3A1112,BRICOS (MAYOREO ELECTRICO),MXN,23/09/2024,,0,,,0,,935,Schneider,,
ACCESORIOS Y CONSUMIBLES,Pza,equipos y componentes,"Potenciometro de 10 Kohm, MT-110B",1SFA611410R1106,ACOMEE,MXN,05/11/2024,,0,,,0,,650,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Interruptor ED-LMD PROF.VAR.Rotatorio Man. Oper.,ED-LMD,wesco,,,,0,,,0,,0,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Block De Distribucion Para (1 ent 500)x 3, (6 sal. cal. 2 max)x 3.",PDB-162-500-3,ASESOR EL�CTRICO,USD,27/02/2026,,0,,,0,,265,ILSCO,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,M�dulo De 16 Entradas De Se�ales 120/240 VCA,5069-IA16,RISOUL,USD,09/02/2026,,0,,,0,,405,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS GRUAS AEREAS,Pza,material,Alimentacion Externa,RG 03-460,Gruas RESEMSA,USD,15/07/2025,,0,,,0,,11,Urbelaser,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cable de alimentaci�n para lampara led 2m,ELC2001PBUL,RISOUL,USD,06/03/2025,,0,,,0,,38.3,Hoffman,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Contactos auxiliares para contactor montaje frontal,1NC",1SBN010110R1001,,,,,0,,,0,,0,ABB,,
CABLES DE CONTROL,mts,material,"Cable de Control Flex Blindado 4X20AWG (0.5 MM) 300/500V 80C, PVC.",16004,CLAUSSEN,USD,11/08/2025,,0,,,0,,2,HELUKABEL,,
,,,,,,,,,0,,,0,,0,,,
CABLES DE FUERZA,mts,material,"Cable monopolar calibre 2/0 AWG THHW-LS 90 �C, 600V color negro",SLZT91,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,ACOMEE,0,06/02/2025,,0,,279,Viakon,MXN,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Cubierta de plastico para block de distribuci�n, 3 polos, 175 A",LPBC23,,,,,0,,,0,,0,LITTLEFUSE,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Pinza/Tenaza Para Molde,10050449,ACOMEE,MXN,09/10/2024,,0,,,0,,3.552,BurndyWeld,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Relevador de Sobrecarga Trifasico, 440VCA,5HP,7.6-10A, TF42-10",1SAZ721201R1043,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,15/01/2026,,0,,,0,,621,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo Led+Varistor Para Relevador De 8 Pines (6-24)V DC/AC,99.02.0.024.98,ACOMEE,MXN,03/03/2025,,0,,,0,,85,Finder,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Platina para gabinete AM2,EA1460,,,,,0,,,0,,0,ABB,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor electr�nico PowerPacT M, de 400A, 3 polos, 25kA a 600V, I-Line, ET1.0",MJA36400,BRICOS (MAYOREO ELECTRICO),MXN,24/01/2025,,0,,,0,,54.554,SquareD,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Terminal de pantalla t�ctil HMI en color PanelView 800 de 10 pulgadas,2711R-T10T,Allen Bradley,USD,05/11/2024,,0,,,0,,2.492,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Modulo de Simple Motion, 4 axis Simple Motion FX5 SSCNETIII/H",FX5-40SSC-S,ULTATEK,USD,09/07/2024,,0,,,0,,990,MITSUBISHI,,
ACCESORIOS Y CONSUMIBLES,Bolsa,material,Cinchos Sujetacables de Velcro (bolsa c/10 pza),400-150,Steren,MXN,20/03/2026,,0,,,0,,75,Steren,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Modulo de 8 Se�ales de Entradas Analogas Para Flex I/O Allen Bradley,1794-IE8,RISOUL,USD,06/02/2026,,0,,,0,,1.22,Allen Bradley,,
SISTEMA NEUMATICO,Pza,equipos y componentes,Cilindro Normalizado DSBC-100-50,DSBC-100-50-PPVA-N3,RISOUL,MXN,26/11/2024,,0,,,0,,11.085,FESTO,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cerradura de llave para gabinete nema 3R,UUHKL,RISOUL,MXN,05/11/2024,,0,,,0,,94,Hoffman,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
HARDWARE Y SOFTWARE,Licencia,equipos y componentes,Development and Runtime License for 250 Tags,DR-250,Ocean Data Systems,USD,01/10/2024,,0,,,0,,4.55,Dream Report,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Caja registro cuadrada metalica de 4""x4"", con knock outs y tapa",TG-CC-4x4-MET,,,,,0,,,0,,0,Sin Especificar,,
,,,,,,,,,0,,,0,,0,,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Gabinete Met�lico 1000x800x300 con Platina, IP66",AEM108/300PM,ACOMEE,MXN,09/12/2025,IMPULSORA,0,24/02/2026,,0,,5.5,Argos,MXN,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Modulo De 8 Salidas Analogica Siemens SM 332, 24 V, Para Simatic S7-300",6ES7332-5HF00-0AB0,ACOMEE,MXN,03/05/2025,,0,,,0,,56,SIEMENS,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Cable De Conversi�n Para Sistema De Conversi�n Cableado De Campo 1746-NO4I / NO4V A 5069-OF4,1492-CM1746-M10,RISOUL,USD,09/02/2026,,0,,,0,,193,Allen Bradley,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Arrancador VFD FC 102 VLT HVAC, 55 KW, 75 HP, 380-480VAC, IP21, Sin Chopper De Frenado.",131B7020,ASESOR EL�CTRICO,USD,06/08/2025,,0,,,0,,7.745,Danfoss,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LL serie 3 con tapa de 1-1/2""",CH-Ll-S3-11/2,BRICOS (MAYOREO ELECTRICO),MXN,19/06/2024,,0,,,0,,167,Crouse Hinds,,
CHAROLAS Y ACCESORIOS,Pza,material,"Pieza de charola en T de 18""",THZ-18R081A,Soportes Electricos,MXN,30/09/2023,,0,,,0,,500,Soportes El�ctricos,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Myers De Aluminio Con Recubrimiento de PVC de 1-1/2"", STA-5 DBR.",3340793,ACOMEE,MXN,16/07/2025,,0,,,0,,2.3,Crouse Hinds,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Interruptor Termomagnetico PPAL XT5-630, 3P, 500A. (Marca ABB)",1SDA054456R1,Indelek,MXN,06/02/2025,,0,,,0,,25.5,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Bloque led luz piloto, color rojo, 22mm, 24VDC, MLBL-01R",1SFA611621R1011,MEISA (MONTERREY ELECTRICO INDUSTRIAL SA de CV),MXN,13/12/2024,,0,,,0,,145,ABB,,
,,,,,,,,,0,,,0,,0,,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Guarda motor trifasico, 440VCA,0.25HP, 0.63-1A",1SAM350000R1005,,,,,0,,,0,,0,ABB,,
SISTEMA NEUMATICO,Pza,material,Conector Recto Rapido Roscado Tipo Racor QS-1/8,QS-1/8-6,RISOUL,MXN,26/11/2024,,0,,,0,,61,FESTO,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,"Miniature Circuit Breaker 2 Pole, Curve C, 13A",1492-SPM2C130,RISOUL,USD,06/03/2026,,0,,,0,,75,Allen Bradley,,
,,,,,,,,,0,,,0,,0,,,
ACCESORIOS Y CONSUMIBLES,Pza,material,Cinta masking transparente 1''x36 yardas,C-MKG-T-1x36,,,,,0,,,0,,0,Sin especificar,,
CONDULETS Y ACCESORIOS,Pza,material,"Condulet LR serie 7 con tapa de 1-1/4""",CH-LR-S7-11/4,BRICOS (MAYOREO ELECTRICO),MXN,08/02/2024,,0,,,0,,624,Crouse Hinds,,
CONDULETS Y ACCESORIOS,Pza,material,"Tuerca monitor de 1-1/2""",1035/ 4900249,BRICOS (MAYOREO ELECTRICO),MXN,13/02/2026,,0,,,0,,22,Crouse Hinds,,
CHAROLAS Y ACCESORIOS,Pza,material,"Curva vertical exterior 90� de 24""",VEZ-24R08901A,Soportes Electricos,MXN,30/09/2023,,0,,,0,,225,Soportes El�ctricos,,
GABINETES Y COMPONENTES,Pza,equipos y componentes,Adaptador De Aparellaje CB 3 Polos 250A 690V,9345610,BRICOS (MAYOREO ELECTRICO),MXN,13/10/2025,,0,,,0,,2.794,Rittal,,
TIERRAS FISICAS Y PARARRAYOS,Pza,material,Molde Exotermico Conexion T En Horizontal Tipo TA Cable Cal. 2/0 - Varilla 5/8,B548,BRICOS (MAYOREO ELECTRICO),MXN,01/07/2025,,0,,,0,,6.655,Burndy,,
,,,,,,,,,0,,,0,,0,,,
CONDULETS Y ACCESORIOS,Pza,material,"Conector Myers De Aluminio Con Recubrimiento de PVC de 3/4"", STA-2 DBR.",3340790,BRICOS (MAYOREO ELECTRICO),MXN,14/07/2025,,0,,,0,,1.237,Crouse Hinds,,
